filename,source_report,buffer,prefix,report_type,router,seed,ttl,oppo_cache_miss,drop_list,drop_pit,drop_nonce,query_count,duplicated_query,static_cache_hit,static_cache_miss,response_count,average_interval,caching_gain_index,retrieval_latency_reduction,interest_satisfaction_rate,delivery_prob,overhead_ratio,latency_avg,hopcount_avg,buffertime_avg
TEST_CCNRouter_13_150_256M_2_CCN_application_reporter.txt,Unknown,256,TEST,2,CCNRouter,13,150,4212.0,0.0,862.0,3.0,381.0,219.0,141.0,439.0,290.0,1503.0,66.51,16.13,90.74,0.5555,13.3236,2805.7504,2.5857,7749.4137
TEST_CCNRouter_13_100_8M_2_MessageStatsReport.txt,MessageStatsReport,8,TEST,2,CCNRouter,13,100,4017.0,0.0,799.0,22.0,381.0,219.0,132.0,409.0,251.0,1106.0,66.44,13.56,81.48,0.462,15.7968,2007.524,2.5725,4700.3265
TEST_CCNRouter_27_150_64M_2_CCN_application_reporter.txt,Unknown,64,TEST,2,CCNRouter,27,150,4204.0,0.0,879.0,8.0,380.0,220.0,157.0,452.0,306.0,1327.0,65.07,20.18,92.59,0.5672,13.0329,2916.7135,2.5672,7748.6687
TEST_CCNRouter_27_50_64M_2_CCN_application_reporter.txt,Unknown,64,TEST,2,CCNRouter,27,50,3625.0,0.0,691.0,1.0,380.0,220.0,130.0,370.0,202.0,798.0,64.87,13.72,77.78,0.3247,21.2653,1081.0273,2.3069,2309.2572
TEST_CCNRouter_13_150_8M_2_CCN_application_reporter.txt,Unknown,8,TEST,2,CCNRouter,13,150,4138.0,0.0,835.0,76.0,381.0,219.0,136.0,433.0,267.0,1262.0,66.87,12.11,83.33,0.5397,13.6172,2774.9285,2.69,6622.6018
TEST_CCNRouter_27_200_8M_2_MessageStatsReport.txt,MessageStatsReport,8,TEST,2,CCNRouter,27,200,4225.0,0.0,872.0,150.0,380.0,220.0,161.0,457.0,313.0,1384.0,65.03,21.72,92.59,0.6062,12.0634,3267.6929,2.82,8386.383
TEST_CCNRouter_27_200_4M_2_CCN_application_reporter.txt,Unknown,4,TEST,2,CCNRouter,27,200,4085.0,0.0,827.0,156.0,380.0,220.0,152.0,429.0,285.0,1416.0,64.46,18.35,92.59,0.5377,13.1113,2887.9247,2.9119,7350.5295
TEST_CCNRouter_27_200_32M_2_CCN_application_reporter.txt,Unknown,32,TEST,2,CCNRouter,27,200,4266.0,0.0,892.0,8.0,380.0,220.0,161.0,466.0,330.0,1441.0,65.26,19.48,92.59,0.6046,12.1993,3361.4164,2.6271,10638.7394
TEST_CCNRouter_13_250_64M_2_CCN_application_reporter.txt,Unknown,64,TEST,2,CCNRouter,13,250,4330.0,0.0,891.0,10.0,381.0,219.0,148.0,471.0,325.0,1641.0,66.9,15.39,90.74,0.6362,11.5942,3770.9401,2.6391,13411.4761
TEST_CCNRouter_13_150_32M_2_MessageStatsReport.txt,MessageStatsReport,32,TEST,2,CCNRouter,13,150,4212.0,0.0,862.0,3.0,381.0,219.0,141.0,439.0,290.0,1503.0,66.51,16.13,90.74,0.5555,13.3236,2805.7504,2.5857,7749.4137
TEST_CCNRouter_13_100_128M_2_MessageStatsReport.txt,MessageStatsReport,128,TEST,2,CCNRouter,13,100,4056.0,0.0,822.0,4.0,381.0,219.0,131.0,410.0,247.0,1190.0,67.02,10.94,83.33,0.4736,15.4182,2097.4055,2.5434,4952.65
TEST_CCNRouter_13_250_32M_2_MessageStatsReport.txt,MessageStatsReport,32,TEST,2,CCNRouter,13,250,4330.0,0.0,891.0,16.0,381.0,219.0,148.0,471.0,325.0,1641.0,66.9,15.39,90.74,0.6387,11.5494,3799.2139,2.6421,13371.9171
TEST_CCNRouter_27_150_8M_2_MessageStatsReport.txt,MessageStatsReport,8,TEST,2,CCNRouter,27,150,4165.0,0.0,865.0,90.0,380.0,220.0,155.0,448.0,294.0,1253.0,65.65,17.51,90.74,0.5632,13.0269,2840.1295,2.7295,6744.0964
TEST_CCNRouter_13_150_16M_2_CCN_application_reporter.txt,Unknown,16,TEST,2,CCNRouter,13,150,4212.0,0.0,862.0,15.0,381.0,219.0,140.0,439.0,288.0,1471.0,66.59,15.43,90.74,0.5589,13.2423,2815.6793,2.6228,7629.6172
TEST_CCNRouter_13_100_4M_2_CCN_application_reporter.txt,Unknown,4,TEST,2,CCNRouter,13,100,3792.0,0.0,748.0,94.0,381.0,219.0,123.0,359.0,233.0,977.0,65.68,12.5,72.22,0.4332,16.2314,1897.619,2.7361,4137.7209
TEST_CCNRouter_27_50_256M_2_CCN_application_reporter.txt,Unknown,256,TEST,2,CCNRouter,27,50,3625.0,0.0,691.0,1.0,380.0,220.0,130.0,370.0,202.0,798.0,64.87,13.72,77.78,0.3247,21.2653,1081.0273,2.3069,2309.2572
TEST_CCNRouter_13_200_256M_2_CCN_application_reporter.txt,Unknown,256,TEST,2,CCNRouter,13,200,4294.0,0.0,884.0,6.0,381.0,219.0,146.0,459.0,314.0,1596.0,66.67,17.09,90.74,0.6042,12.215,3357.3492,2.6005,10622.4361
TEST_CCNRouter_13_250_4M_2_CCN_application_reporter.txt,Unknown,4,TEST,2,CCNRouter,13,250,3915.0,0.0,771.0,191.0,381.0,219.0,129.0,383.0,275.0,1386.0,64.01,24.57,79.63,0.5531,12.6041,3338.7932,2.9735,8704.3778
TEST_CCNRouter_27_100_128M_2_CCN_application_reporter.txt,Unknown,128,TEST,2,CCNRouter,27,100,3999.0,0.0,821.0,5.0,380.0,220.0,143.0,422.0,263.0,1151.0,64.56,23.15,88.89,0.4776,15.4175,2129.1949,2.4804,4961.3833
TEST_CCNRouter_27_50_128M_2_MessageStatsReport.txt,MessageStatsReport,128,TEST,2,CCNRouter,27,50,3625.0,0.0,691.0,1.0,380.0,220.0,130.0,370.0,202.0,798.0,64.87,13.72,77.78,0.3247,21.2653,1081.0273,2.3069,2309.2572
TEST_CCNRouter_13_200_16M_2_MessageStatsReport.txt,MessageStatsReport,16,TEST,2,CCNRouter,13,200,4300.0,0.0,883.0,59.0,381.0,219.0,143.0,459.0,310.0,1661.0,66.45,18.52,92.59,0.6087,12.1224,3356.5782,2.6803,9934.6219
TEST_CCNRouter_27_50_4M_2_CCN_application_reporter.txt,Unknown,4,TEST,2,CCNRouter,27,50,3602.0,0.0,687.0,17.0,380.0,220.0,127.0,362.0,201.0,787.0,64.61,13.09,77.78,0.3155,21.7601,1051.7267,2.3423,2210.3445
TEST_CCNRouter_27_150_128M_2_CCN_application_reporter.txt,Unknown,128,TEST,2,CCNRouter,27,150,4204.0,0.0,879.0,8.0,380.0,220.0,157.0,452.0,306.0,1327.0,65.07,20.18,92.59,0.5672,13.0329,2916.7135,2.5672,7748.6687
TEST_CCNRouter_13_50_16M_2_MessageStatsReport.txt,MessageStatsReport,16,TEST,2,CCNRouter,13,50,3361.0,0.0,630.0,2.0,381.0,219.0,105.0,315.0,187.0,722.0,65.11,10.09,59.26,0.3283,21.0026,1068.0,2.4068,2319.585
TEST_CCNRouter_13_250_256M_2_CCN_application_reporter.txt,Unknown,256,TEST,2,CCNRouter,13,250,4330.0,0.0,891.0,10.0,381.0,219.0,148.0,471.0,325.0,1641.0,66.9,15.39,90.74,0.6362,11.5942,3770.9401,2.6391,13411.4761
TEST_CCNRouter_27_250_64M_2_CCN_application_reporter.txt,Unknown,64,TEST,2,CCNRouter,27,250,4303.0,0.0,898.0,17.0,380.0,220.0,165.0,474.0,336.0,1490.0,65.92,14.09,92.59,0.6385,11.493,3866.9664,2.6788,13387.4593
TEST_CCNRouter_13_50_8M_2_CCN_application_reporter.txt,Unknown,8,TEST,2,CCNRouter,13,50,3361.0,0.0,630.0,2.0,381.0,219.0,105.0,315.0,187.0,722.0,65.11,10.09,59.26,0.3279,21.0329,1065.4384,2.41,2316.5945
TEST_CCNRouter_13_50_256M_2_CCN_application_reporter.txt,Unknown,256,TEST,2,CCNRouter,13,50,3361.0,0.0,630.0,2.0,381.0,219.0,105.0,315.0,187.0,722.0,65.11,10.09,59.26,0.3283,21.0026,1068.0,2.4068,2319.585
TEST_CCNRouter_27_250_128M_2_CCN_application_reporter.txt,Unknown,128,TEST,2,CCNRouter,27,250,4303.0,0.0,898.0,17.0,380.0,220.0,165.0,474.0,336.0,1490.0,65.92,14.09,92.59,0.6385,11.493,3866.9664,2.6788,13387.4593
TEST_CCNRouter_27_200_256M_2_CCN_application_reporter.txt,Unknown,256,TEST,2,CCNRouter,27,200,4266.0,0.0,892.0,8.0,380.0,220.0,161.0,466.0,330.0,1441.0,65.26,19.48,92.59,0.6046,12.1993,3361.4164,2.6271,10638.7951
TEST_CCNRouter_13_100_16M_2_CCN_application_reporter.txt,Unknown,16,TEST,2,CCNRouter,13,100,4056.0,0.0,822.0,4.0,381.0,219.0,131.0,410.0,247.0,1190.0,67.02,10.94,83.33,0.4736,15.4182,2097.4055,2.5434,4949.4651
TEST_CCNRouter_27_50_8M_2_MessageStatsReport.txt,MessageStatsReport,8,TEST,2,CCNRouter,27,50,3625.0,0.0,691.0,1.0,380.0,220.0,130.0,370.0,202.0,798.0,64.87,13.72,77.78,0.3243,21.2943,1079.0091,2.3086,2305.4387
TEST_CCNRouter_13_200_64M_2_MessageStatsReport.txt,MessageStatsReport,64,TEST,2,CCNRouter,13,200,4294.0,0.0,884.0,6.0,381.0,219.0,146.0,459.0,314.0,1596.0,66.67,17.09,90.74,0.6042,12.215,3357.3492,2.6005,10622.4361
TEST_CCNRouter_27_50_16M_2_CCN_application_reporter.txt,Unknown,16,TEST,2,CCNRouter,27,50,3625.0,0.0,691.0,1.0,380.0,220.0,130.0,370.0,202.0,798.0,64.87,13.72,77.78,0.3247,21.2653,1081.0273,2.3069,2309.2572
TEST_CCNRouter_27_250_32M_2_CCN_application_reporter.txt,Unknown,32,TEST,2,CCNRouter,27,250,4303.0,0.0,898.0,18.0,380.0,220.0,165.0,474.0,336.0,1490.0,65.92,14.09,92.59,0.6389,11.4867,3871.7895,2.6784,13368.1322
TEST_CCNRouter_13_50_128M_2_CCN_application_reporter.txt,Unknown,128,TEST,2,CCNRouter,13,50,3361.0,0.0,630.0,2.0,381.0,219.0,105.0,315.0,187.0,722.0,65.11,10.09,59.26,0.3283,21.0026,1068.0,2.4068,2319.585
TEST_CCNRouter_27_150_16M_2_MessageStatsReport.txt,MessageStatsReport,16,TEST,2,CCNRouter,27,150,4198.0,0.0,882.0,21.0,380.0,220.0,155.0,446.0,305.0,1343.0,64.9,20.67,92.59,0.565,13.0403,2892.5976,2.5737,7648.3588
